timestamp,date,question,error_margin,SPD,CDU_CSU,GRUENE,FDP,AFD,LINKE,FW,BSW,SONSTIGE
1754014862,2025-08-01,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.271,0.115,0.03,0.243,0.109,0.011,0.039,0.043
1754099907,2025-08-02,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.27,0.115,0.031,0.242,0.108,0.011,0.039,0.044
1754187567,2025-08-03,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.141,0.269,0.116,0.031,0.24,0.108,0.011,0.039,0.045
1754273958,2025-08-04,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.141,0.268,0.115,0.032,0.24,0.108,0.011,0.04,0.045
1754359642,2025-08-05,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.267,0.116,0.032,0.24,0.107,0.011,0.041,0.046
1754445925,2025-08-06,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.266,0.115,0.033,0.242,0.106,0.011,0.041,0.046
1754532357,2025-08-07,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.266,0.115,0.033,0.242,0.106,0.011,0.041,0.046
1754618719,2025-08-08,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.265,0.115,0.034,0.243,0.105,0.011,0.04,0.047
1754704473,2025-08-09,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.141,0.263,0.115,0.035,0.245,0.103,0.011,0.038,0.049
1754791749,2025-08-10,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.261,0.115,0.035,0.247,0.104,0.011,0.038,0.049
1754877926,2025-08-11,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.26,0.115,0.035,0.248,0.103,0.011,0.038,0.05
1754963618,2025-08-12,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.138,0.261,0.115,0.035,0.249,0.104,0.011,0.037,0.05
1755050142,2025-08-13,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.138,0.262,0.115,0.035,0.247,0.105,0.011,0.036,0.051
1755136556,2025-08-14,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.138,0.262,0.115,0.035,0.246,0.105,0.011,0.035,0.053
1755223003,2025-08-15,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.261,0.116,0.035,0.244,0.106,0.011,0.035,0.053
1755309058,2025-08-16,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.261,0.116,0.035,0.245,0.105,0.011,0.034,0.053
1755396145,2025-08-17,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.259,0.117,0.035,0.245,0.105,0.011,0.034,0.054
1755482576,2025-08-18,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.141,0.259,0.117,0.035,0.245,0.105,0.011,0.033,0.054
1755568207,2025-08-19,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.141,0.259,0.117,0.035,0.245,0.104,0.011,0.034,0.054
1755654512,2025-08-20,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.141,0.258,0.118,0.035,0.245,0.105,0.011,0.033,0.054
1755740835,2025-08-21,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.142,0.258,0.118,0.035,0.245,0.105,0.01,0.033,0.054
1755827277,2025-08-22,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.144,0.258,0.117,0.035,0.244,0.105,0.01,0.033,0.054
1755913440,2025-08-23,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.144,0.258,0.117,0.034,0.245,0.106,0.01,0.032,0.054
1756000669,2025-08-24,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.144,0.259,0.117,0.034,0.245,0.106,0.01,0.032,0.053
1756086756,2025-08-25,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.143,0.259,0.116,0.034,0.246,0.106,0.011,0.033,0.052
1756172928,2025-08-26,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.141,0.261,0.116,0.034,0.247,0.107,0.01,0.034,0.05
1756259130,2025-08-26,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.262,0.116,0.034,0.248,0.107,0.01,0.035,0.048
1756345484,2025-08-28,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.262,0.116,0.034,0.249,0.106,0.01,0.035,0.048
1756431873,2025-08-29,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.263,0.117,0.033,0.248,0.106,0.01,0.036,0.047
1756517959,2025-08-30,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.263,0.117,0.033,0.249,0.106,0.01,0.036,0.047
1756604980,2025-08-31,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.263,0.118,0.032,0.249,0.106,0.011,0.036,0.046
1756691966,2025-09-01,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.138,0.264,0.118,0.031,0.25,0.106,0.011,0.036,0.046
1756777585,2025-09-02,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.136,0.264,0.119,0.031,0.251,0.106,0.011,0.036,0.046
1756863568,2025-09-03,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.135,0.264,0.118,0.031,0.251,0.106,0.011,0.036,0.048
1756949990,2025-09-04,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.136,0.264,0.118,0.03,0.25,0.106,0.011,0.036,0.049
1757036527,2025-09-05,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.137,0.265,0.118,0.029,0.25,0.105,0.011,0.036,0.049
1757122742,2025-09-06,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.138,0.264,0.117,0.029,0.251,0.104,0.011,0.036,0.05
1757209636,2025-09-07,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.264,0.115,0.029,0.252,0.104,0.011,0.036,0.05
1757296028,2025-09-08,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.262,0.114,0.03,0.253,0.105,0.011,0.036,0.05
1757382224,2025-09-09,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.141,0.262,0.114,0.03,0.252,0.105,0.011,0.036,0.049
1757468417,2025-09-10,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.142,0.26,0.114,0.031,0.253,0.105,0.01,0.036,0.049
1757554973,2025-09-11,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.143,0.26,0.113,0.03,0.255,0.106,0.01,0.037,0.046
1757641153,2025-09-12,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.142,0.259,0.114,0.031,0.255,0.106,0.01,0.037,0.046
1757726855,2025-09-13,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.142,0.258,0.114,0.031,0.256,0.106,0.01,0.037,0.046
1757814409,2025-09-14,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.142,0.258,0.114,0.031,0.256,0.107,0.01,0.036,0.046
1757900907,2025-09-15,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.142,0.258,0.114,0.031,0.256,0.107,0.01,0.036,0.046
1757986809,2025-09-16,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.142,0.258,0.113,0.031,0.257,0.107,0.01,0.036,0.046
1758073224,2025-09-17,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.142,0.259,0.113,0.031,0.258,0.106,0.01,0.036,0.045
1758159602,2025-09-18,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.142,0.259,0.112,0.031,0.259,0.106,0.01,0.036,0.045
1758246179,2025-09-19,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.142,0.26,0.111,0.03,0.259,0.106,0.01,0.036,0.046
1758332293,2025-09-20,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.143,0.26,0.11,0.03,0.259,0.107,0.01,0.035,0.046
1758419380,2025-09-21,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.144,0.26,0.109,0.03,0.259,0.107,0.01,0.035,0.046
1758505779,2025-09-22,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.144,0.26,0.107,0.03,0.258,0.108,0.01,0.036,0.047
1758591644,2025-09-23,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.145,0.259,0.107,0.03,0.256,0.109,0.01,0.035,0.049
1758678129,2025-09-24,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.145,0.259,0.107,0.03,0.256,0.109,0.01,0.035,0.049
1758764565,2025-09-24,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.146,0.259,0.107,0.03,0.256,0.108,0.01,0.035,0.049
1758850930,2025-09-26,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.147,0.259,0.107,0.03,0.255,0.108,0.01,0.035,0.049
1758937077,2025-09-27,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.149,0.257,0.107,0.03,0.255,0.108,0.011,0.035,0.048
1759024235,2025-09-28,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.257,0.107,0.03,0.256,0.108,0.011,0.034,0.047
1759110296,2025-09-29,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.257,0.107,0.03,0.256,0.108,0.011,0.035,0.046
1759196393,2025-09-30,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.151,0.258,0.107,0.03,0.256,0.108,0.011,0.034,0.045
1759283527,2025-10-01,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.151,0.259,0.107,0.03,0.255,0.108,0.011,0.034,0.045
1759369211,2025-10-02,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.151,0.259,0.107,0.03,0.254,0.108,0.011,0.035,0.045
1759455597,2025-10-03,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.151,0.26,0.108,0.03,0.252,0.108,0.011,0.034,0.046
1759541799,2025-10-04,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.26,0.109,0.03,0.252,0.109,0.011,0.033,0.046
1759628984,2025-10-05,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.261,0.11,0.03,0.251,0.109,0.01,0.033,0.046
1759714993,2025-10-06,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.148,0.263,0.11,0.03,0.25,0.109,0.011,0.033,0.046
1759801260,2025-10-07,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.147,0.265,0.111,0.03,0.248,0.109,0.011,0.033,0.046
1759887679,2025-10-08,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.144,0.265,0.114,0.03,0.249,0.107,0.011,0.033,0.047
1759974121,2025-10-09,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.143,0.265,0.116,0.03,0.249,0.106,0.011,0.033,0.047
1760060561,2025-10-10,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.141,0.263,0.116,0.03,0.251,0.106,0.011,0.033,0.049
1760146699,2025-10-11,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.264,0.116,0.03,0.252,0.105,0.011,0.033,0.049
1760233542,2025-10-12,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.138,0.263,0.116,0.031,0.253,0.105,0.011,0.033,0.05
1760320147,2025-10-13,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.137,0.263,0.116,0.031,0.254,0.105,0.011,0.033,0.05
1760406155,2025-10-14,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.136,0.262,0.116,0.031,0.256,0.105,0.011,0.033,0.05
1760492732,2025-10-15,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.135,0.262,0.115,0.031,0.257,0.106,0.011,0.033,0.05
1760579066,2025-10-16,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.135,0.261,0.114,0.031,0.258,0.107,0.011,0.033,0.05
1760665413,2025-10-17,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.135,0.26,0.113,0.031,0.258,0.108,0.011,0.034,0.05
1760751506,2025-10-18,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.136,0.259,0.113,0.031,0.259,0.108,0.011,0.034,0.049
1760838897,2025-10-19,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.137,0.257,0.113,0.032,0.259,0.109,0.01,0.034,0.049
1760925131,2025-10-20,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.138,0.256,0.113,0.032,0.259,0.109,0.011,0.034,0.048
1761011183,2025-10-21,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.254,0.113,0.032,0.261,0.109,0.01,0.034,0.048
1761097767,2025-10-22,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.253,0.113,0.032,0.262,0.109,0.011,0.034,0.047
1761183912,2025-10-23,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.253,0.113,0.031,0.263,0.109,0.011,0.034,0.047
1761270080,2025-10-24,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.253,0.114,0.031,0.263,0.109,0.011,0.032,0.048
1761356574,2025-10-25,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.138,0.254,0.116,0.029,0.262,0.108,0.011,0.032,0.05
1761443481,2025-10-26,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.255,0.117,0.028,0.26,0.107,0.011,0.032,0.051
1761530124,2025-10-27,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.256,0.117,0.028,0.26,0.106,0.011,0.032,0.051
1761615917,2025-10-28,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.258,0.117,0.028,0.259,0.105,0.011,0.032,0.05
1761702725,2025-10-29,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.141,0.26,0.117,0.028,0.257,0.104,0.011,0.031,0.051
1761789092,2025-10-30,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.141,0.262,0.117,0.029,0.254,0.104,0.011,0.031,0.051
